Species,Transmitter,Month,n_COAs,level,method,area_km2
Bass,A69-1602-55919,2022-07-01T00:00:00Z,173,0.95,KDE95,0.10384080527372151
Bass,A69-1602-55919,2022-08-01T00:00:00Z,377,0.5,KDE50,0.026895879264869263
Bass,A69-1602-55919,2022-08-01T00:00:00Z,377,0.95,KDE95,0.10069001145418628
Bass,A69-1602-55919,2023-01-01T00:00:00Z,32,0.5,KDE50,0.049823501315970325
Bass,A69-1602-55919,2023-01-01T00:00:00Z,32,0.95,KDE95,0.11554213491987332
Bass,A69-1602-55919,2023-02-01T00:00:00Z,60,0.5,KDE50,0.01992332400500786
Bass,A69-1602-55919,2023-02-01T00:00:00Z,60,0.95,KDE95,0.06936894558052346
Bass,A69-1602-55919,2023-03-01T00:00:00Z,114,0.5,KDE50,0.019710281221631914
Bass,A69-1602-55919,2023-03-01T00:00:00Z,114,0.95,KDE95,0.10909126970528718
Bass,A69-1602-55919,2023-04-01T00:00:00Z,158,0.5,KDE50,0.01937766329681163
Bass,A69-1602-55919,2023-04-01T00:00:00Z,158,0.95,KDE95,0.08104581636994886
Bass,A69-1602-55919,2023-06-01T00:00:00Z,65,0.5,KDE50,0.03161875831536902
Bass,A69-1602-55919,2023-06-01T00:00:00Z,65,0.95,KDE95,0.12446858771929109
Bass,A69-1602-55919,2023-07-01T00:00:00Z,166,0.5,KDE50,0.025026833648392467
Bass,A69-1602-55919,2023-07-01T00:00:00Z,166,0.95,KDE95,0.06751581398972374
Bass,A69-1602-55919,2023-08-01T00:00:00Z,164,0.5,KDE50,0.04151669061854668
Bass,A69-1602-55919,2023-08-01T00:00:00Z,164,0.95,KDE95,0.12907846807096027
Bass,A69-1602-55919,2023-09-01T00:00:00Z,62,0.5,KDE50,0.29541708726308774
Bass,A69-1602-55919,2023-09-01T00:00:00Z,62,0.95,KDE95,0.7811430250743521
Bass,A69-1602-55920,2020-05-01T00:00:00Z,178,0.5,KDE50,0.01542321501265722
Bass,A69-1602-55920,2020-05-01T00:00:00Z,178,0.95,KDE95,0.02448845541984053
Bass,A69-1602-55920,2020-06-01T00:00:00Z,84,0.5,KDE50,0.01648521497415134
Bass,A69-1602-55920,2020-06-01T00:00:00Z,84,0.95,KDE95,0.04403086027193592
Bass,A69-1602-55920,2021-03-01T00:00:00Z,42,0.5,KDE50,0.03340957446500583
Bass,A69-1602-55920,2021-03-01T00:00:00Z,42,0.95,KDE95,0.11785030750864875
Bass,A69-1602-55920,2021-05-01T00:00:00Z,143,0.5,KDE50,0.02830054705380938
Bass,A69-1602-55920,2021-05-01T00:00:00Z,143,0.95,KDE95,0.14624182685322332
Bass,A69-1602-55920,2021-06-01T00:00:00Z,210,0.5,KDE50,0.026159953417695593
Bass,A69-1602-55920,2021-06-01T00:00:00Z,210,0.95,KDE95,0.09601960470806997
Bass,A69-1602-55920,2021-07-01T00:00:00Z,38,0.5,KDE50,0.009677183960526891
Bass,A69-1602-55920,2021-07-01T00:00:00Z,38,0.95,KDE95,0.008235952459585758
Bass,A69-1602-55920,2021-08-01T00:00:00Z,82,0.5,KDE50,0.009484458959432668
Bass,A69-1602-55920,2021-08-01T00:00:00Z,82,0.95,KDE95,0.002669973696722591
Bass,A69-1602-55920,2021-12-01T00:00:00Z,94,0.5,KDE50,0.015616651620156314
Bass,A69-1602-55920,2021-12-01T00:00:00Z,94,0.95,KDE95,0.10666409377079226
Bass,A69-1602-55920,2022-01-01T00:00:00Z,197,0.5,KDE50,0.012811162689799779
Bass,A69-1602-55920,2022-01-01T00:00:00Z,197,0.95,KDE95,0.06560757825959088
Bass,A69-1602-55920,2022-02-01T00:00:00Z,161,0.5,KDE50,0.020337534198718817
Bass,A69-1602-55920,2022-02-01T00:00:00Z,161,0.95,KDE95,0.07536980793088806
Bass,A69-1602-55920,2022-03-01T00:00:00Z,249,0.5,KDE50,0.020168563075599014
Bass,A69-1602-55920,2022-03-01T00:00:00Z,249,0.95,KDE95,0.08747825336040438
Bass,A69-1602-55920,2022-04-01T00:00:00Z,132,0.5,KDE50,0.01913417769355401
Bass,A69-1602-55920,2022-04-01T00:00:00Z,132,0.95,KDE95,0.047230652973818454
Bass,A69-1602-55920,2022-05-01T00:00:00Z,290,0.5,KDE50,0.02815662883752919
Bass,A69-1602-55920,2022-05-01T00:00:00Z,290,0.95,KDE95,0.14018859974216022
Bass,A69-1602-55920,2022-06-01T00:00:00Z,30,0.5,KDE50,0.018650209611239303
Bass,A69-1602-55920,2022-06-01T00:00:00Z,30,0.95,KDE95,0.05334074989072972
Bass,A69-1602-55920,2023-01-01T00:00:00Z,119,0.5,KDE50,0.044678033577098236
Bass,A69-1602-55920,2023-01-01T00:00:00Z,119,0.95,KDE95,0.09685183489415815
Bass,A69-1602-55920,2023-02-01T00:00:00Z,54,0.5,KDE50,0.019161912682836648
Bass,A69-1602-55920,2023-02-01T00:00:00Z,54,0.95,KDE95,0.0315726765686325
Bass,A69-1602-55920,2023-03-01T00:00:00Z,44,0.5,KDE50,0.025657308251670796
Bass,A69-1602-55920,2023-03-01T00:00:00Z,44,0.95,KDE95,0.14393410053403985
Bass,A69-1602-55920,2023-04-01T00:00:00Z,133,0.5,KDE50,0.022516116205740372
Bass,A69-1602-55920,2023-04-01T00:00:00Z,133,0.95,KDE95,0.09299384634608077
Bass,A69-1602-55920,2023-06-01T00:00:00Z,69,0.5,KDE50,0.0646693775571002
Bass,A69-1602-55920,2023-06-01T00:00:00Z,69,0.95,KDE95,0.19055489669039433
Bass,A69-1602-55920,2023-07-01T00:00:00Z,110,0.5,KDE50,0.03854524219968238
Bass,A69-1602-55920,2023-07-01T00:00:00Z,110,0.95,KDE95,0.12803993813562217
Bass,A69-1602-55920,2023-08-01T00:00:00Z,64,0.5,KDE50,0.026488740246377186
Bass,A69-1602-55920,2023-08-01T00:00:00Z,64,0.95,KDE95,0.13971370721910967
Bass,A69-1602-55923,2020-05-01T00:00:00Z,89,0.5,KDE50,0.0023882441524172753
Bass,A69-1602-55923,2020-05-01T00:00:00Z,89,0.95,KDE95,1.2781357167908572e-4
Bass,A69-1602-50355,2021-05-01T00:00:00Z,175,0.5,KDE50,0.06014379930814082
Bass,A69-1602-50355,2021-05-01T00:00:00Z,175,0.95,KDE95,0.10757048664752204
Bass,A69-1602-50355,2021-06-01T00:00:00Z,112,0.5,KDE50,0.059736560089274283
Bass,A69-1602-50355,2021-06-01T00:00:00Z,112,0.95,KDE95,0.10817024324765141
Bass,A69-1602-50355,2021-07-01T00:00:00Z,49,0.5,KDE50,0.031682474587636386
Bass,A69-1602-50355,2021-07-01T00:00:00Z,49,0.95,KDE95,0.07048864233187338
Bass,A69-1602-50355,2021-08-01T00:00:00Z,43,0.5,KDE50,0.01168682774230803
Bass,A69-1602-50355,2021-08-01T00:00:00Z,43,0.95,KDE95,0.05259749836154748
Bass,A69-1602-50355,2021-09-01T00:00:00Z,80,0.5,KDE50,0.033517042797298884
Bass,A69-1602-50355,2021-09-01T00:00:00Z,80,0.95,KDE95,0.07045061586485887
Bass,A69-1602-50355,2021-11-01T00:00:00Z,184,0.5,KDE50,0.008988263739152172
Bass,A69-1602-50355,2021-11-01T00:00:00Z,184,0.95,KDE95,0.01740134535916941
Bass,A69-1602-50355,2021-12-01T00:00:00Z,115,0.5,KDE50,0.010222124786300468
Bass,A69-1602-50355,2021-12-01T00:00:00Z,115,0.95,KDE95,0.07187892259296565
Bass,A69-1602-50355,2022-01-01T00:00:00Z,147,0.5,KDE50,0.03400901630087502
Bass,A69-1602-50355,2022-01-01T00:00:00Z,147,0.95,KDE95,0.07606110130145374
Bass,A69-1602-50355,2022-02-01T00:00:00Z,122,0.5,KDE50,0.0548825903438064
Bass,A69-1602-50355,2022-02-01T00:00:00Z,122,0.95,KDE95,0.10726651884280573
Bass,A69-1602-50355,2022-03-01T00:00:00Z,144,0.5,KDE50,0.026590693822005997
Bass,A69-1602-50355,2022-03-01T00:00:00Z,144,0.95,KDE95,0.09483701850314448
Bass,A69-1602-50355,2022-04-01T00:00:00Z,143,0.5,KDE50,0.028331201817370952
Bass,A69-1602-50355,2022-04-01T00:00:00Z,143,0.95,KDE95,0.13444149727396623
Bass,A69-1602-50355,2022-05-01T00:00:00Z,55,0.5,KDE50,0.05051400670471392
Bass,A69-1602-50355,2022-05-01T00:00:00Z,55,0.95,KDE95,0.10499849765431808
Bass,A69-1602-50355,2022-06-01T00:00:00Z,101,0.5,KDE50,0.04480161070831664
Bass,A69-1602-50355,2022-06-01T00:00:00Z,101,0.95,KDE95,0.14813490495990558
Bass,A69-1602-50355,2022-07-01T00:00:00Z,92,0.5,KDE50,0.05347996872046095
Bass,A69-1602-50355,2022-07-01T00:00:00Z,92,0.95,KDE95,0.10713659806659966
Bass,A69-1602-50355,2022-08-01T00:00:00Z,48,0.5,KDE50,0.036617278415788795
Bass,A69-1602-50355,2022-08-01T00:00:00Z,48,0.95,KDE95,0.10547873107653076
Bass,A69-1602-50355,2022-09-01T00:00:00Z,67,0.5,KDE50,0.013721229183777585
Bass,A69-1602-50355,2022-09-01T00:00:00Z,67,0.95,KDE95,0.10097660709189464
Bass,A69-1602-50355,2022-11-01T00:00:00Z,183,0.5,KDE50,0.010571221180095309
Bass,A69-1602-50355,2022-11-01T00:00:00Z,183,0.95,KDE95,0.05757201209647511
Bass,A69-1602-50355,2022-12-01T00:00:00Z,209,0.5,KDE50,0.027476923054178246
Bass,A69-1602-50355,2022-12-01T00:00:00Z,209,0.95,KDE95,0.07113447861650533
Bass,A69-1602-50355,2023-01-01T00:00:00Z,153,0.5,KDE50,0.03212708091190919
Bass,A69-1602-50355,2023-01-01T00:00:00Z,153,0.95,KDE95,0.08066801989258222
Bass,A69-1602-50355,2023-03-01T00:00:00Z,140,0.5,KDE50,0.028330796726945322
Bass,A69-1602-50355,2023-03-01T00:00:00Z,140,0.95,KDE95,0.0919688679515894
Bass,A69-1602-50355,2023-04-01T00:00:00Z,129,0.5,KDE50,0.02823073325117305
Bass,A69-1602-50355,2023-04-01T00:00:00Z,129,0.95,KDE95,0.10161268816432496
Bass,A69-1602-50355,2023-06-01T00:00:00Z,111,0.5,KDE50,0.029028259484037394
Bass,A69-1602-50355,2023-06-01T00:00:00Z,111,0.95,KDE95,0.07400265351849387
Bass,A69-1602-50355,2023-07-01T00:00:00Z,34,0.5,KDE50,0.00985216791808611
Bass,A69-1602-50355,2023-07-01T00:00:00Z,34,0.95,KDE95,0.062433621012877104
Bass,A69-1602-50352,2021-03-01T00:00:00Z,365,0.5,KDE50,0.02498660333299928
Bass,A69-1602-50352,2021-03-01T00:00:00Z,365,0.95,KDE95,0.07630203695238018
Bass,A69-1602-50352,2021-04-01T00:00:00Z,326,0.5,KDE50,0.025329458348416024
Bass,A69-1602-50352,2021-04-01T00:00:00Z,326,0.95,KDE95,0.08349088807315598
Bass,A69-1602-50352,2021-05-01T00:00:00Z,501,0.5,KDE50,0.024872127317503094
Bass,A69-1602-50352,2021-05-01T00:00:00Z,501,0.95,KDE95,0.07106507776218626
Bass,A69-1602-50352,2021-06-01T00:00:00Z,439,0.5,KDE50,0.025755322396190373
Bass,A69-1602-50352,2021-06-01T00:00:00Z,439,0.95,KDE95,0.08536056793141805
Bass,A69-1602-50352,2021-07-01T00:00:00Z,645,0.5,KDE50,0.024453516691585072
Bass,A69-1602-50352,2021-07-01T00:00:00Z,645,0.95,KDE95,0.057356857253923275
Bass,A69-1602-50352,2021-08-01T00:00:00Z,657,0.5,KDE50,0.024344646010306663
Bass,A69-1602-50352,2021-08-01T00:00:00Z,657,0.95,KDE95,0.05593493136190567
Bass,A69-1602-50352,2021-09-01T00:00:00Z,592,0.5,KDE50,0.002307736763155932
Bass,A69-1602-50352,2021-09-01T00:00:00Z,592,0.95,KDE95,0.0010008710658067866
Bass,A69-1602-50352,2021-10-01T00:00:00Z,458,0.5,KDE50,0.030670605430935045
Bass,A69-1602-50352,2021-10-01T00:00:00Z,458,0.95,KDE95,1.3305729727482327
Bass,A69-1602-50352,2021-11-01T00:00:00Z,640,0.5,KDE50,0.025182838282495738
Bass,A69-1602-50352,2021-11-01T00:00:00Z,640,0.95,KDE95,0.0890086735774319
Bass,A69-1602-50353,2021-04-01T00:00:00Z,34,0.5,KDE50,0.04599839596134116
Bass,A69-1602-50353,2021-04-01T00:00:00Z,34,0.95,KDE95,0.11559707917484396
Bass,A69-1602-50353,2021-05-01T00:00:00Z,39,0.5,KDE50,0.06770540880348835
Bass,A69-1602-50353,2021-05-01T00:00:00Z,39,0.95,KDE95,0.12367778582931886
Bass,A69-1602-50353,2021-06-01T00:00:00Z,51,0.5,KDE50,0.06461202009820484
Bass,A69-1602-50353,2021-06-01T00:00:00Z,51,0.95,KDE95,0.16341392761849788
Bass,A69-1602-50353,2021-10-01T00:00:00Z,63,0.5,KDE50,0.025151907917943413
Bass,A69-1602-50353,2021-10-01T00:00:00Z,63,0.95,KDE95,0.07472020221180585
Bass,A69-1602-50353,2021-11-01T00:00:00Z,168,0.5,KDE50,0.013126810866873537
Bass,A69-1602-50353,2021-11-01T00:00:00Z,168,0.95,KDE95,0.05408885315546703
Bass,A69-1602-50353,2021-12-01T00:00:00Z,35,0.5,KDE50,0.014899401395409724
Bass,A69-1602-50353,2021-12-01T00:00:00Z,35,0.95,KDE95,0.05277071057093718
Bass,A69-1602-50353,2022-01-01T00:00:00Z,30,0.5,KDE50,0.026238244367235538
Bass,A69-1602-50353,2022-01-01T00:00:00Z,30,0.95,KDE95,0.08878461589983376
Bass,A69-1602-50353,2022-02-01T00:00:00Z,36,0.5,KDE50,0.025800687092231288
Bass,A69-1602-50353,2022-02-01T00:00:00Z,36,0.95,KDE95,0.07326962452645337
Bass,A69-1602-50353,2022-04-01T00:00:00Z,96,0.5,KDE50,0.02229752537216828
Bass,A69-1602-50353,2022-04-01T00:00:00Z,96,0.95,KDE95,0.19639961456798988
Bass,A69-1602-50353,2022-05-01T00:00:00Z,52,0.5,KDE50,0.0790012084778271
Bass,A69-1602-50353,2022-05-01T00:00:00Z,52,0.95,KDE95,0.14783117427863535
Bass,A69-1602-50353,2022-06-01T00:00:00Z,78,0.5,KDE50,0.017116164392817684
Bass,A69-1602-50353,2022-06-01T00:00:00Z,78,0.95,KDE95,0.062097189060898214
Bass,A69-1602-50353,2022-07-01T00:00:00Z,97,0.5,KDE50,0.01031721234447966
Bass,A69-1602-50353,2022-07-01T00:00:00Z,97,0.95,KDE95,1.0320040969070397e-4
Bass,A69-1602-50353,2022-09-01T00:00:00Z,113,0.5,KDE50,0.015766175537990153
Bass,A69-1602-50353,2022-09-01T00:00:00Z,113,0.95,KDE95,0.04522197331808968
Bass,A69-1602-50353,2022-10-01T00:00:00Z,134,0.5,KDE50,0.02243109014157425
Bass,A69-1602-50353,2022-10-01T00:00:00Z,134,0.95,KDE95,0.059292370501673033
Bass,A69-1602-50353,2022-11-01T00:00:00Z,115,0.5,KDE50,0.02024794192200561
Bass,A69-1602-50353,2022-11-01T00:00:00Z,115,0.95,KDE95,0.061139187166741646
Bass,A69-1602-50353,2022-12-01T00:00:00Z,117,0.5,KDE50,0.02235060581831116
Bass,A69-1602-50353,2022-12-01T00:00:00Z,117,0.95,KDE95,0.06876332646870392
Bass,A69-1602-50353,2023-02-01T00:00:00Z,48,0.5,KDE50,0.05758178552757271
Bass,A69-1602-50353,2023-02-01T00:00:00Z,48,0.95,KDE95,0.2297857824133751
Bass,A69-1602-50353,2023-03-01T00:00:00Z,90,0.5,KDE50,0.051852517313553656
Bass,A69-1602-50353,2023-03-01T00:00:00Z,90,0.95,KDE95,0.23123179517549533
Bass,A69-1602-50353,2023-04-01T00:00:00Z,37,0.5,KDE50,0.040097443705238475
Bass,A69-1602-50353,2023-04-01T00:00:00Z,37,0.95,KDE95,0.18344090575775124
Bass,A69-1602-50353,2023-06-01T00:00:00Z,64,0.5,KDE50,0.012097235547958473
Bass,A69-1602-50353,2023-06-01T00:00:00Z,64,0.95,KDE95,0.07659008508814977
Bass,A69-1602-50353,2023-07-01T00:00:00Z,50,0.5,KDE50,0.007401094587679658
Bass,A69-1602-50353,2023-07-01T00:00:00Z,50,0.95,KDE95,0.03615485127608101
Bass,A69-1602-50353,2023-08-01T00:00:00Z,53,0.5,KDE50,0.0037040667224332137
Bass,A69-1602-50353,2023-08-01T00:00:00Z,53,0.95,KDE95,0.004258636111451604
Bass,A69-1602-50353,2023-09-01T00:00:00Z,51,0.5,KDE50,0.0038181594589113666
Bass,A69-1602-50353,2023-09-01T00:00:00Z,51,0.95,KDE95,0.007737777537180394
Bass,A69-1602-50353,2023-10-01T00:00:00Z,46,0.5,KDE50,0.012641414809189252
Bass,A69-1602-50353,2023-10-01T00:00:00Z,46,0.95,KDE95,0.05732005929232258
Bass,A69-1602-50353,2023-11-01T00:00:00Z,99,0.5,KDE50,0.02405115226154974
Bass,A69-1602-50353,2023-11-01T00:00:00Z,99,0.95,KDE95,0.06533960664352054
Bass,A69-1602-50353,2023-12-01T00:00:00Z,51,0.5,KDE50,0.025905421932499367
Bass,A69-1602-50353,2023-12-01T00:00:00Z,51,0.95,KDE95,0.068997607960439
Bass,A69-1602-50353,2024-02-01T00:00:00Z,44,0.5,KDE50,0.028655337595524265
Bass,A69-1602-50353,2024-02-01T00:00:00Z,44,0.95,KDE95,0.06602181673940159
Bass,A69-1602-50353,2024-03-01T00:00:00Z,84,0.5,KDE50,0.012859640486998192
Bass,A69-1602-50353,2024-03-01T00:00:00Z,84,0.95,KDE95,0.05517108848033983
Bass,A69-1602-50353,2024-04-01T00:00:00Z,68,0.5,KDE50,0.006200469564347439
Bass,A69-1602-50353,2024-04-01T00:00:00Z,68,0.95,KDE95,0.04355884457020266
Bass,A69-1602-50353,2024-05-01T00:00:00Z,98,0.5,KDE50,0.013739062038588603
Bass,A69-1602-50353,2024-05-01T00:00:00Z,98,0.95,KDE95,0.08142020551135391
Bass,A69-1602-50353,2024-06-01T00:00:00Z,61,0.5,KDE50,0.014307948492910822
Bass,A69-1602-50353,2024-06-01T00:00:00Z,61,0.95,KDE95,0.05675613089628629
Bass,A69-1602-50353,2024-07-01T00:00:00Z,109,0.5,KDE50,0.009779186484781661
Bass,A69-1602-50353,2024-07-01T00:00:00Z,109,0.95,KDE95,0.008691113067013805
Bass,A69-1602-50353,2024-08-01T00:00:00Z,48,0.5,KDE50,0.003897662887470455
Bass,A69-1602-50353,2024-08-01T00:00:00Z,48,0.95,KDE95,0.009368286791878462
Bass,A69-1602-50353,2024-09-01T00:00:00Z,37,0.5,KDE50,0.013345635680041781
Bass,A69-1602-50353,2024-09-01T00:00:00Z,37,0.95,KDE95,0.05758625184455119
Bass,A69-1602-50353,2024-10-01T00:00:00Z,71,0.5,KDE50,0.026841412158015186
Bass,A69-1602-50353,2024-10-01T00:00:00Z,71,0.95,KDE95,0.06662525407257469
Bass,A69-1602-50353,2024-11-01T00:00:00Z,35,0.5,KDE50,0.01785399528201206
Bass,A69-1602-50353,2024-11-01T00:00:00Z,35,0.95,KDE95,0.04637170898723545
Bass,A69-1602-50353,2024-12-01T00:00:00Z,82,0.5,KDE50,0.02348235281651815
Bass,A69-1602-50353,2024-12-01T00:00:00Z,82,0.95,KDE95,0.08580886185330396
Bass,A69-1602-50353,2025-01-01T00:00:00Z,33,0.5,KDE50,0.023217132370679072
Bass,A69-1602-50353,2025-01-01T00:00:00Z,33,0.95,KDE95,0.0831235922388069
Bass,A69-1602-50354,2021-07-01T00:00:00Z,184,0.5,KDE50,0.024189459871025755
Bass,A69-1602-50354,2021-07-01T00:00:00Z,184,0.95,KDE95,0.08309326785164955
Bass,A69-1602-50354,2021-11-01T00:00:00Z,69,0.5,KDE50,0.02356706574244448
Bass,A69-1602-50354,2021-11-01T00:00:00Z,69,0.95,KDE95,0.1274689097324453
Bass,A69-1602-50354,2021-12-01T00:00:00Z,40,0.5,KDE50,0.019014564683327365
Bass,A69-1602-50354,2021-12-01T00:00:00Z,40,0.95,KDE95,0.07066283336598432
Bass,A69-1602-50354,2022-01-01T00:00:00Z,44,0.5,KDE50,0.020062634849808556
Bass,A69-1602-50354,2022-01-01T00:00:00Z,44,0.95,KDE95,0.10541861838685553
Bass,A69-1602-50354,2022-02-01T00:00:00Z,36,0.5,KDE50,0.037832591574350954
Bass,A69-1602-50354,2022-02-01T00:00:00Z,36,0.95,KDE95,0.20289812962531945
Bass,A69-1602-50354,2022-08-01T00:00:00Z,37,0.5,KDE50,0.01908318281087122
Bass,A69-1602-50354,2022-08-01T00:00:00Z,37,0.95,KDE95,0.07216060203455982
Bass,A69-1602-50354,2022-09-01T00:00:00Z,76,0.5,KDE50,0.0407892045509119
Bass,A69-1602-50354,2022-09-01T00:00:00Z,76,0.95,KDE95,0.14032238536842792
Bass,A69-1602-50354,2022-10-01T00:00:00Z,116,0.5,KDE50,0.020647269708790765
Bass,A69-1602-50354,2022-10-01T00:00:00Z,116,0.95,KDE95,0.0861394920276794
Bass,A69-1602-50354,2022-11-01T00:00:00Z,85,0.5,KDE50,0.01876988722867053
Bass,A69-1602-50354,2022-11-01T00:00:00Z,85,0.95,KDE95,0.05198712260696455
Bass,A69-1602-50354,2022-12-01T00:00:00Z,53,0.5,KDE50,0.05792098259396601
Bass,A69-1602-50354,2022-12-01T00:00:00Z,53,0.95,KDE95,0.1816101483404827
Bass,A69-1602-50354,2023-01-01T00:00:00Z,40,0.5,KDE50,0.019240055978905757
Bass,A69-1602-50354,2023-01-01T00:00:00Z,40,0.95,KDE95,0.08295106820868078
Bass,A69-1602-50354,2023-03-01T00:00:00Z,39,0.5,KDE50,0.020000781278660985
Bass,A69-1602-50354,2023-03-01T00:00:00Z,39,0.95,KDE95,0.06936828874402452
Bass,A69-1602-50354,2023-05-01T00:00:00Z,32,0.5,KDE50,0.019149573682893533
Bass,A69-1602-50354,2023-05-01T00:00:00Z,32,0.95,KDE95,0.0707307439077383
Bass,A69-1602-50354,2023-08-01T00:00:00Z,55,0.5,KDE50,0.5193026736534649
Bass,A69-1602-50354,2023-08-01T00:00:00Z,55,0.95,KDE95,2.193595723661638
Bass,A69-1602-49981,2021-04-01T00:00:00Z,47,0.5,KDE50,0.0021566714642883887
Bass,A69-1602-49981,2021-04-01T00:00:00Z,47,0.95,KDE95,0.0016818969374719568
Bass,A69-1602-49981,2021-05-01T00:00:00Z,65,0.5,KDE50,0.015904673541938363
Bass,A69-1602-49981,2021-05-01T00:00:00Z,65,0.95,KDE95,0.1942768160446901
Bass,A69-1602-49981,2021-06-01T00:00:00Z,64,0.5,KDE50,0.062317007080250654
Bass,A69-1602-49981,2021-06-01T00:00:00Z,64,0.95,KDE95,0.16563696681773926
Bass,A69-1602-49981,2021-07-01T00:00:00Z,68,0.5,KDE50,0.031980311085992724
Bass,A69-1602-49981,2021-07-01T00:00:00Z,68,0.95,KDE95,0.18731091051975
Bass,A69-1602-49981,2022-02-01T00:00:00Z,39,0.5,KDE50,0.006756885419971309
Bass,A69-1602-49981,2022-02-01T00:00:00Z,39,0.95,KDE95,0.035300067035665225
Bass,A69-1602-49980,2021-03-01T00:00:00Z,83,0.5,KDE50,0.05196976869806403
Bass,A69-1602-49980,2021-03-01T00:00:00Z,83,0.95,KDE95,0.10868925255619447
Bass,A69-1602-49980,2021-04-01T00:00:00Z,303,0.5,KDE50,0.024563073653349653
Bass,A69-1602-49980,2021-04-01T00:00:00Z,303,0.95,KDE95,0.0780792463219082
Bass,A69-1602-49980,2021-05-01T00:00:00Z,470,0.5,KDE50,0.027564492633947637
Bass,A69-1602-49980,2021-05-01T00:00:00Z,470,0.95,KDE95,0.09770918417634152
Bass,A69-1602-49980,2021-06-01T00:00:00Z,377,0.5,KDE50,0.024084301336726538
Bass,A69-1602-49980,2021-06-01T00:00:00Z,377,0.95,KDE95,0.053665149929690174
Bass,A69-1602-49982,2021-06-01T00:00:00Z,78,0.5,KDE50,0.04319887839627027
Bass,A69-1602-49982,2021-06-01T00:00:00Z,78,0.95,KDE95,0.14211509350501317
Bass,A69-1602-49982,2021-07-01T00:00:00Z,52,0.5,KDE50,0.0612238953849643
Bass,A69-1602-49982,2021-07-01T00:00:00Z,52,0.95,KDE95,0.15773071327257032
Bass,A69-1602-49982,2022-02-01T00:00:00Z,116,0.5,KDE50,0.026243408642398425
Bass,A69-1602-49982,2022-02-01T00:00:00Z,116,0.95,KDE95,0.08889381614888843
Bass,A69-1602-49982,2022-03-01T00:00:00Z,260,0.5,KDE50,0.03029764174758084
Bass,A69-1602-49982,2022-03-01T00:00:00Z,260,0.95,KDE95,0.9897711653816572
Bass,A69-1602-49989,2021-05-01T00:00:00Z,146,0.5,KDE50,0.057124052672721796
Bass,A69-1602-49989,2021-05-01T00:00:00Z,146,0.95,KDE95,0.11764386668797794
Bass,A69-1602-49989,2022-04-01T00:00:00Z,34,0.5,KDE50,0.0397478223174967
Bass,A69-1602-49989,2022-04-01T00:00:00Z,34,0.95,KDE95,0.1297941797777407
Bass,A69-1602-49989,2022-05-01T00:00:00Z,71,0.5,KDE50,0.05073514875460374
Bass,A69-1602-49989,2022-05-01T00:00:00Z,71,0.95,KDE95,0.21458466320622455
Bass,A69-1602-49989,2023-03-01T00:00:00Z,30,0.5,KDE50,0.05812740681253933
Bass,A69-1602-49989,2023-03-01T00:00:00Z,30,0.95,KDE95,0.17753323552960837
Bass,A69-1602-49988,2021-06-01T00:00:00Z,66,0.5,KDE50,0.07769449010017913
Bass,A69-1602-49988,2021-06-01T00:00:00Z,66,0.95,KDE95,0.21405350473690146
Bass,A69-1602-49986,2021-05-01T00:00:00Z,237,0.5,KDE50,0.03506673079932092
Bass,A69-1602-49986,2021-05-01T00:00:00Z,237,0.95,KDE95,0.13240912768603447
Bass,A69-1602-49986,2021-06-01T00:00:00Z,244,0.5,KDE50,0.016941168116565625
Bass,A69-1602-49986,2021-06-01T00:00:00Z,244,0.95,KDE95,0.12335604932325667
Bass,A69-1602-49986,2021-07-01T00:00:00Z,282,0.5,KDE50,0.01157988476233893
Bass,A69-1602-49986,2021-07-01T00:00:00Z,282,0.95,KDE95,0.034546380057355185
Bass,A69-1602-49986,2021-08-01T00:00:00Z,326,0.5,KDE50,0.011405279184327636
Bass,A69-1602-49986,2021-08-01T00:00:00Z,326,0.95,KDE95,0.03348628321353218
Bass,A69-1602-49986,2021-09-01T00:00:00Z,234,0.5,KDE50,0.011469184463046025
Bass,A69-1602-49986,2021-09-01T00:00:00Z,234,0.95,KDE95,0.03386380157680957
Bass,A69-1602-49986,2021-10-01T00:00:00Z,222,0.5,KDE50,0.011751548992037801
Bass,A69-1602-49986,2021-10-01T00:00:00Z,222,0.95,KDE95,0.0346333484033795
Bass,A69-1602-49986,2021-11-01T00:00:00Z,64,0.5,KDE50,0.0025533484433480406
Bass,A69-1602-49986,2021-11-01T00:00:00Z,64,0.95,KDE95,2.2288902366814726e-4
Bass,A69-1602-49986,2021-12-01T00:00:00Z,290,0.5,KDE50,0.011815045952490997
Bass,A69-1602-49986,2021-12-01T00:00:00Z,290,0.95,KDE95,0.03558914138275265
Bass,A69-1602-49986,2022-01-01T00:00:00Z,210,0.5,KDE50,0.015797879538305925
Bass,A69-1602-49986,2022-01-01T00:00:00Z,210,0.95,KDE95,0.11281479943117083
Bass,A69-1602-49986,2022-02-01T00:00:00Z,198,0.5,KDE50,0.012351172522018812
Bass,A69-1602-49986,2022-02-01T00:00:00Z,198,0.95,KDE95,0.03922715012345453
Bass,A69-1602-49986,2022-03-01T00:00:00Z,126,0.5,KDE50,0.011519597331770695
Bass,A69-1602-49986,2022-03-01T00:00:00Z,126,0.95,KDE95,0.033005065562042565
Bass,A69-1604-31814,2021-12-01T00:00:00Z,40,0.5,KDE50,0.02227439608629234
