Species,Transmitter,Month,n_COAs,level,method,area_km2
Snook,A69-1601-35808,2016-05-01T00:00:00Z,123,0.95,KDE95,0.08026607754858825
Snook,A69-1601-35808,2016-06-01T00:00:00Z,99,0.5,KDE50,0.011601802331063896
Snook,A69-1601-35808,2016-06-01T00:00:00Z,99,0.95,KDE95,0.16835407003442115
Snook,A69-1601-51638,2017-02-01T00:00:00Z,162,0.5,KDE50,0.049161166936080206
Snook,A69-1601-51638,2017-02-01T00:00:00Z,162,0.95,KDE95,0.09064000591394757
Snook,A69-1601-51638,2017-04-01T00:00:00Z,74,0.5,KDE50,0.05434210079795043
Snook,A69-1601-51638,2017-04-01T00:00:00Z,74,0.95,KDE95,0.15718313345531243
Snook,A69-1601-51638,2017-05-01T00:00:00Z,64,0.5,KDE50,0.021643471983354392
Snook,A69-1601-51638,2017-05-01T00:00:00Z,64,0.95,KDE95,0.1622192047034309
Snook,A69-1601-51638,2017-09-01T00:00:00Z,84,0.5,KDE50,0.22976770107398253
Snook,A69-1601-51638,2017-09-01T00:00:00Z,84,0.95,KDE95,1.4192661653163186
Snook,A69-1601-51638,2017-10-01T00:00:00Z,83,0.5,KDE50,0.18754961475872248
Snook,A69-1601-51638,2017-10-01T00:00:00Z,83,0.95,KDE95,0.6523681628453989
Snook,A69-1601-51638,2017-12-01T00:00:00Z,191,0.5,KDE50,0.03833338378777157
Snook,A69-1601-51638,2017-12-01T00:00:00Z,191,0.95,KDE95,0.13236325959081063
Snook,A69-1601-51638,2018-01-01T00:00:00Z,46,0.5,KDE50,0.035315102375582094
Snook,A69-1601-51638,2018-01-01T00:00:00Z,46,0.95,KDE95,0.17927305611514113
Snook,A69-1601-51638,2018-02-01T00:00:00Z,123,0.5,KDE50,0.05852467281142133
Snook,A69-1601-51638,2018-02-01T00:00:00Z,123,0.95,KDE95,0.18286899216645147
Snook,A69-1601-51638,2018-03-01T00:00:00Z,238,0.5,KDE50,0.07298191556179512
Snook,A69-1601-51638,2018-03-01T00:00:00Z,238,0.95,KDE95,0.24617558190691644
Snook,A69-1601-51638,2018-04-01T00:00:00Z,196,0.5,KDE50,0.08068156111627868
Snook,A69-1601-51638,2018-04-01T00:00:00Z,196,0.95,KDE95,0.21557403670904446
Snook,A69-1601-51638,2018-05-01T00:00:00Z,92,0.5,KDE50,0.04746134988662973
Snook,A69-1601-51638,2018-05-01T00:00:00Z,92,0.95,KDE95,0.1660160638610134
Snook,A69-1601-51638,2018-06-01T00:00:00Z,47,0.5,KDE50,0.025747544142350556
Snook,A69-1601-51638,2018-06-01T00:00:00Z,47,0.95,KDE95,0.11127485502504254
Snook,A69-1601-51638,2018-07-01T00:00:00Z,43,0.5,KDE50,0.009771992704716686
Snook,A69-1601-51638,2018-07-01T00:00:00Z,43,0.95,KDE95,8.933060710329737e-4
Snook,A69-1601-51638,2018-08-01T00:00:00Z,52,0.5,KDE50,0.023134132187243552
Snook,A69-1601-51638,2018-08-01T00:00:00Z,52,0.95,KDE95,0.08651707919831597
Snook,A69-1601-51638,2018-09-01T00:00:00Z,86,0.5,KDE50,0.16759515491767343
Snook,A69-1601-51638,2018-09-01T00:00:00Z,86,0.95,KDE95,0.6151864409697452
Snook,A69-1601-51638,2018-10-01T00:00:00Z,247,0.5,KDE50,0.2246817713296458
Snook,A69-1601-51638,2018-10-01T00:00:00Z,247,0.95,KDE95,0.6632879459267195
Snook,A69-1601-51638,2018-11-01T00:00:00Z,186,0.5,KDE50,0.2733353468256367
Snook,A69-1601-51638,2018-11-01T00:00:00Z,186,0.95,KDE95,0.8250598083203509
Snook,A69-1601-51638,2018-12-01T00:00:00Z,128,0.5,KDE50,0.14927266017672292
Snook,A69-1601-51638,2018-12-01T00:00:00Z,128,0.95,KDE95,0.6744980879089355
Snook,A69-1601-51638,2019-01-01T00:00:00Z,236,0.5,KDE50,0.049899024417699084
Snook,A69-1601-51638,2019-01-01T00:00:00Z,236,0.95,KDE95,0.24622224067607254
Snook,A69-1601-51638,2019-02-01T00:00:00Z,180,0.5,KDE50,0.03522994013458455
Snook,A69-1601-51638,2019-02-01T00:00:00Z,180,0.95,KDE95,0.15282120763492532
Snook,A69-1601-51638,2019-03-01T00:00:00Z,226,0.5,KDE50,0.018468891644426156
Snook,A69-1601-51638,2019-03-01T00:00:00Z,226,0.95,KDE95,0.047812457072216666
Snook,A69-1601-51638,2019-04-01T00:00:00Z,197,0.5,KDE50,0.02469571236141771
Snook,A69-1601-51638,2019-04-01T00:00:00Z,197,0.95,KDE95,0.13968355494391457
Snook,A69-1601-51638,2019-05-01T00:00:00Z,164,0.5,KDE50,0.022195387554507704
Snook,A69-1601-51638,2019-05-01T00:00:00Z,164,0.95,KDE95,0.28005954808162453
Snook,A69-1601-51638,2019-06-01T00:00:00Z,174,0.5,KDE50,0.4632343976234156
Snook,A69-1601-51638,2019-06-01T00:00:00Z,174,0.95,KDE95,2.258418187906077
Snook,A69-1601-51640,2016-12-01T00:00:00Z,92,0.5,KDE50,0.028308285990865434
Snook,A69-1601-51640,2016-12-01T00:00:00Z,92,0.95,KDE95,0.0562438350787448
Snook,A69-1601-51640,2017-01-01T00:00:00Z,204,0.5,KDE50,0.02280608410318673
Snook,A69-1601-51640,2017-01-01T00:00:00Z,204,0.95,KDE95,0.04200244783452814
Snook,A69-1601-51640,2017-02-01T00:00:00Z,172,0.5,KDE50,0.04855696867648733
Snook,A69-1601-51640,2017-02-01T00:00:00Z,172,0.95,KDE95,0.0901347682168893
Snook,A69-1601-51640,2017-05-01T00:00:00Z,42,0.5,KDE50,0.03677764584372705
Snook,A69-1601-51640,2017-05-01T00:00:00Z,42,0.95,KDE95,0.1407201135327442
Snook,A69-1601-51640,2017-06-01T00:00:00Z,34,0.5,KDE50,0.043552190202140476
Snook,A69-1601-51640,2017-06-01T00:00:00Z,34,0.95,KDE95,0.1364142206537885
Snook,A69-1601-51640,2017-09-01T00:00:00Z,87,0.5,KDE50,0.3628050117744418
Snook,A69-1601-51640,2017-09-01T00:00:00Z,87,0.95,KDE95,1.8657453085015925
Snook,A69-1601-51644,2017-01-01T00:00:00Z,296,0.5,KDE50,0.01671630715587834
Snook,A69-1601-51644,2017-01-01T00:00:00Z,296,0.95,KDE95,0.04971597171929828
Snook,A69-1601-51644,2017-02-01T00:00:00Z,193,0.5,KDE50,0.019972285625086267
Snook,A69-1601-51644,2017-02-01T00:00:00Z,193,0.95,KDE95,0.06925437284795932
Snook,A69-1601-51644,2017-03-01T00:00:00Z,290,0.5,KDE50,0.01725047133980307
Snook,A69-1601-51644,2017-03-01T00:00:00Z,290,0.95,KDE95,0.05519472943503932
Snook,A69-1601-51644,2017-04-01T00:00:00Z,201,0.5,KDE50,0.016803421321544387
Snook,A69-1601-51644,2017-04-01T00:00:00Z,201,0.95,KDE95,0.05180826280166462
Snook,A69-1601-51644,2017-05-01T00:00:00Z,285,0.5,KDE50,0.02236173529808181
Snook,A69-1601-51644,2017-05-01T00:00:00Z,285,0.95,KDE95,0.07542726963639249
Snook,A69-1601-51644,2017-06-01T00:00:00Z,109,0.5,KDE50,0.024437326501307297
Snook,A69-1601-51644,2017-06-01T00:00:00Z,109,0.95,KDE95,0.07916386247420135
Snook,A69-1601-51644,2017-08-01T00:00:00Z,162,0.5,KDE50,0.016628999860483395
Snook,A69-1601-51644,2017-08-01T00:00:00Z,162,0.95,KDE95,0.05027516941242902
Snook,A69-1601-51644,2017-09-01T00:00:00Z,97,0.5,KDE50,0.3999904979931982
Snook,A69-1601-51644,2017-09-01T00:00:00Z,97,0.95,KDE95,1.7458873519906852
Snook,A69-1601-51645,2017-01-01T00:00:00Z,77,0.5,KDE50,0.02713376424740511
Snook,A69-1601-51645,2017-01-01T00:00:00Z,77,0.95,KDE95,0.08761116105753826
Snook,A69-1601-51645,2017-02-01T00:00:00Z,109,0.5,KDE50,0.03061235494346687
Snook,A69-1601-51645,2017-02-01T00:00:00Z,109,0.95,KDE95,0.10813630167569892
Snook,A69-1601-51645,2017-06-01T00:00:00Z,51,0.5,KDE50,0.02526577158808429
Snook,A69-1601-51645,2017-06-01T00:00:00Z,51,0.95,KDE95,0.08149865913592172
Snook,A69-1601-51645,2017-07-01T00:00:00Z,37,0.5,KDE50,0.0248207729146895
Snook,A69-1601-51645,2017-07-01T00:00:00Z,37,0.95,KDE95,0.05102198484827257
Snook,A69-1601-51652,2017-03-01T00:00:00Z,193,0.5,KDE50,0.030970546271840284
Snook,A69-1601-51652,2017-03-01T00:00:00Z,193,0.95,KDE95,0.07694711177092763
Snook,A69-1601-51652,2017-07-01T00:00:00Z,37,0.5,KDE50,0.03678580350724561
Snook,A69-1601-51652,2017-07-01T00:00:00Z,37,0.95,KDE95,0.07402716940055555
Snook,A69-1601-51652,2017-08-01T00:00:00Z,32,0.5,KDE50,0.02432738981877494
Snook,A69-1601-51652,2017-08-01T00:00:00Z,32,0.95,KDE95,0.03868188314165264
Snook,A69-1601-51652,2017-10-01T00:00:00Z,133,0.5,KDE50,0.21542166799745102
Snook,A69-1601-51652,2017-10-01T00:00:00Z,133,0.95,KDE95,1.780817889715427
Snook,A69-1601-51652,2017-11-01T00:00:00Z,62,0.5,KDE50,0.05775883557825524
Snook,A69-1601-51652,2017-11-01T00:00:00Z,62,0.95,KDE95,0.5116672285745699
Snook,A69-1601-51652,2018-01-01T00:00:00Z,86,0.5,KDE50,0.03125996831831522
Snook,A69-1601-51652,2018-01-01T00:00:00Z,86,0.95,KDE95,0.12842795037812285
Snook,A69-1601-51652,2018-02-01T00:00:00Z,126,0.5,KDE50,0.039799747157578357
Snook,A69-1601-51652,2018-02-01T00:00:00Z,126,0.95,KDE95,0.16192252401098617
Snook,A69-1601-51652,2018-03-01T00:00:00Z,206,0.5,KDE50,0.07086806803215706
Snook,A69-1601-51652,2018-03-01T00:00:00Z,206,0.95,KDE95,0.13074729331916182
Snook,A69-1601-51652,2018-04-01T00:00:00Z,243,0.5,KDE50,0.0491875691382323
Snook,A69-1601-51652,2018-04-01T00:00:00Z,243,0.95,KDE95,0.1315550189968179
Snook,A69-1601-51652,2018-05-01T00:00:00Z,278,0.5,KDE50,0.06132031616489542
Snook,A69-1601-51652,2018-05-01T00:00:00Z,278,0.95,KDE95,0.12875868614978167
Snook,A69-1601-51652,2018-06-01T00:00:00Z,271,0.5,KDE50,0.0611617493758332
Snook,A69-1601-51652,2018-06-01T00:00:00Z,271,0.95,KDE95,0.17535563480898358
Snook,A69-1601-51652,2018-07-01T00:00:00Z,322,0.5,KDE50,0.06314869194202032
Snook,A69-1601-51652,2018-07-01T00:00:00Z,322,0.95,KDE95,0.92598661817732
Snook,A69-1601-51652,2018-08-01T00:00:00Z,74,0.5,KDE50,0.42995050609897495
Snook,A69-1601-51652,2018-08-01T00:00:00Z,74,0.95,KDE95,2.5447245153404974
Snook,A69-1601-51652,2018-09-01T00:00:00Z,100,0.5,KDE50,0.2202656649235822
Snook,A69-1601-51652,2018-09-01T00:00:00Z,100,0.95,KDE95,0.9921576644229119
Snook,A69-1601-51652,2018-10-01T00:00:00Z,127,0.5,KDE50,0.34829319783654855
Snook,A69-1601-51652,2018-10-01T00:00:00Z,127,0.95,KDE95,1.2332304739332243
Snook,A69-1601-51652,2018-11-01T00:00:00Z,202,0.5,KDE50,0.2674667830170272
Snook,A69-1601-51652,2018-11-01T00:00:00Z,202,0.95,KDE95,0.9609136528076022
Snook,A69-1601-51652,2018-12-01T00:00:00Z,241,0.5,KDE50,0.15337556528047408
Snook,A69-1601-51652,2018-12-01T00:00:00Z,241,0.95,KDE95,0.7487549359493544
Snook,A69-1601-51652,2019-01-01T00:00:00Z,255,0.5,KDE50,0.13206753212229255
Snook,A69-1601-51652,2019-01-01T00:00:00Z,255,0.95,KDE95,0.8258297797638148
Snook,A69-1601-51652,2019-02-01T00:00:00Z,286,0.5,KDE50,0.2247929026140251
Snook,A69-1601-51652,2019-02-01T00:00:00Z,286,0.95,KDE95,0.6414759414540269
Snook,A69-1601-51652,2019-03-01T00:00:00Z,459,0.5,KDE50,0.2595265412606647
Snook,A69-1601-51652,2019-03-01T00:00:00Z,459,0.95,KDE95,0.7855382709663082
Snook,A69-1601-51652,2019-04-01T00:00:00Z,269,0.5,KDE50,0.23185643172412598
Snook,A69-1601-51652,2019-04-01T00:00:00Z,269,0.95,KDE95,0.827999387460393
Snook,A69-1601-51652,2019-05-01T00:00:00Z,126,0.5,KDE50,0.10231518245524773
Snook,A69-1601-51652,2019-05-01T00:00:00Z,126,0.95,KDE95,0.7402228791859206
Snook,A69-1601-51652,2019-06-01T00:00:00Z,145,0.5,KDE50,0.28811952553182535
Snook,A69-1601-51652,2019-06-01T00:00:00Z,145,0.95,KDE95,2.1849047913804966
Snook,A69-1601-51652,2019-07-01T00:00:00Z,323,0.5,KDE50,0.20398408116673725
Snook,A69-1601-51652,2019-07-01T00:00:00Z,323,0.95,KDE95,1.2783626229685279
Snook,A69-1601-51653,2017-03-01T00:00:00Z,291,0.5,KDE50,0.033410940820013856
Snook,A69-1601-51653,2017-03-01T00:00:00Z,291,0.95,KDE95,0.07659561138145851
Snook,A69-1601-51653,2017-04-01T00:00:00Z,270,0.5,KDE50,0.017473167027402144
Snook,A69-1601-51653,2017-04-01T00:00:00Z,270,0.95,KDE95,0.05807381872110753
Snook,A69-1601-51653,2017-05-01T00:00:00Z,183,0.5,KDE50,0.03877305691217771
Snook,A69-1601-51653,2017-05-01T00:00:00Z,183,0.95,KDE95,0.09654215114370315
Snook,A69-1601-51653,2017-06-01T00:00:00Z,139,0.5,KDE50,0.028494977640671177
Snook,A69-1601-51653,2017-06-01T00:00:00Z,139,0.95,KDE95,0.07805384409449988
Snook,A69-1601-51653,2017-07-01T00:00:00Z,251,0.5,KDE50,0.01567639131388032
Snook,A69-1601-51653,2017-07-01T00:00:00Z,251,0.95,KDE95,0.028408842623780878
Snook,A69-1601-51653,2017-09-01T00:00:00Z,122,0.5,KDE50,0.021430545103944838
Snook,A69-1601-51653,2017-09-01T00:00:00Z,122,0.95,KDE95,0.20355821999688933
Snook,A69-1601-51653,2017-10-01T00:00:00Z,38,0.5,KDE50,0.021910058520799504
Snook,A69-1601-51653,2017-10-01T00:00:00Z,38,0.95,KDE95,0.1581918707491779
Snook,A69-1601-51653,2018-01-01T00:00:00Z,239,0.5,KDE50,0.016940544963465712
Snook,A69-1601-51653,2018-01-01T00:00:00Z,239,0.95,KDE95,0.06619101806608192
Snook,A69-1601-51653,2018-03-01T00:00:00Z,254,0.5,KDE50,0.015547854779962683
Snook,A69-1601-51653,2018-03-01T00:00:00Z,254,0.95,KDE95,0.029366021079525753
Snook,A69-1601-51653,2018-04-01T00:00:00Z,334,0.5,KDE50,0.022943827983719297
Snook,A69-1601-51653,2018-04-01T00:00:00Z,334,0.95,KDE95,0.12441511412209527
Snook,A69-1601-51653,2018-05-01T00:00:00Z,325,0.5,KDE50,0.02271589614628954
Snook,A69-1601-51653,2018-05-01T00:00:00Z,325,0.95,KDE95,0.15398556990958673
Snook,A69-1601-51653,2018-06-01T00:00:00Z,302,0.5,KDE50,0.015406494187750737
Snook,A69-1601-51653,2018-06-01T00:00:00Z,302,0.95,KDE95,0.029438337004374517
Snook,A69-1601-51653,2018-11-01T00:00:00Z,224,0.5,KDE50,0.016627420394172428
Snook,A69-1601-51653,2018-11-01T00:00:00Z,224,0.95,KDE95,0.04448509985832367
Snook,A69-1601-51653,2018-12-01T00:00:00Z,311,0.5,KDE50,0.022690586842019328
Snook,A69-1601-51653,2018-12-01T00:00:00Z,311,0.95,KDE95,0.09862169330432656
Snook,A69-1601-51653,2019-01-01T00:00:00Z,344,0.5,KDE50,0.019625497748448514
Snook,A69-1601-51653,2019-01-01T00:00:00Z,344,0.95,KDE95,0.08983691528405414
Snook,A69-1601-51653,2019-02-01T00:00:00Z,219,0.5,KDE50,0.02153109827951668
Snook,A69-1601-51653,2019-02-01T00:00:00Z,219,0.95,KDE95,0.11965546658308211
Snook,A69-1601-51653,2019-03-01T00:00:00Z,263,0.5,KDE50,0.0438857994078108
Snook,A69-1601-51653,2019-03-01T00:00:00Z,263,0.95,KDE95,0.128988353194962
Snook,A69-1601-51653,2019-04-01T00:00:00Z,318,0.5,KDE50,0.0763584991560283
Snook,A69-1601-51653,2019-04-01T00:00:00Z,318,0.95,KDE95,0.13503293234452882
Snook,A69-1601-51653,2019-05-01T00:00:00Z,331,0.5,KDE50,0.15486378312905436
Snook,A69-1601-51653,2019-05-01T00:00:00Z,331,0.95,KDE95,1.625866278780303
Snook,A69-1601-51877,2017-09-01T00:00:00Z,75,0.5,KDE50,0.40899080217401845
Snook,A69-1601-51877,2017-09-01T00:00:00Z,75,0.95,KDE95,1.7745036110479395
Snook,A69-1601-56002,2016-09-01T00:00:00Z,61,0.5,KDE50,0.02507972237012093
Snook,A69-1601-56002,2016-09-01T00:00:00Z,61,0.95,KDE95,0.05446136590087588
Snook,A69-1601-56002,2017-01-01T00:00:00Z,87,0.5,KDE50,0.02313595691935194
Snook,A69-1601-56002,2017-01-01T00:00:00Z,87,0.95,KDE95,0.039558421988826184
Snook,A69-1601-56002,2017-02-01T00:00:00Z,39,0.5,KDE50,0.0479229415090782
Snook,A69-1601-56002,2017-02-01T00:00:00Z,39,0.95,KDE95,0.12807361963413388
Snook,A69-1601-56002,2017-03-01T00:00:00Z,156,0.5,KDE50,0.026281082983400032
Snook,A69-1601-56002,2017-03-01T00:00:00Z,156,0.95,KDE95,0.07118636581131119
Snook,A69-1601-56002,2017-05-01T00:00:00Z,142,0.5,KDE50,0.025543877334751188
Snook,A69-1601-56002,2017-05-01T00:00:00Z,142,0.95,KDE95,0.08377209368694442
Snook,A69-1601-56002,2017-06-01T00:00:00Z,130,0.5,KDE50,0.02431436753490404
Snook,A69-1601-56002,2017-06-01T00:00:00Z,130,0.95,KDE95,0.058519416441144154
Snook,A69-1601-56005,2016-05-01T00:00:00Z,41,0.5,KDE50,0.043639602750610795
Snook,A69-1601-56005,2016-05-01T00:00:00Z,41,0.95,KDE95,0.11865516851281595
Snook,A69-1601-56006,2016-08-01T00:00:00Z,69,0.5,KDE50,0.014634841816748317
Snook,A69-1601-56006,2016-08-01T00:00:00Z,69,0.95,KDE95,0.04625815127481572
Snook,A69-1601-56006,2016-12-01T00:00:00Z,68,0.5,KDE50,0.032184704880771575
Snook,A69-1601-56006,2016-12-01T00:00:00Z,68,0.95,KDE95,0.1764707167435995
Snook,A69-1601-56006,2017-01-01T00:00:00Z,47,0.5,KDE50,0.06042623402267089
Snook,A69-1601-56006,2017-01-01T00:00:00Z,47,0.95,KDE95,0.16742156086551546
Snook,A69-1601-56006,2017-02-01T00:00:00Z,127,0.5,KDE50,0.04106413686546403
Snook,A69-1601-56006,2017-02-01T00:00:00Z,127,0.95,KDE95,0.08722616615687187
Snook,A69-1601-56006,2017-03-01T00:00:00Z,107,0.5,KDE50,0.04790264391213376
Snook,A69-1601-56006,2017-03-01T00:00:00Z,107,0.95,KDE95,0.15861559940378936
Snook,A69-1601-56006,2017-04-01T00:00:00Z,118,0.5,KDE50,0.06995489997281636
Snook,A69-1601-56006,2017-04-01T00:00:00Z,118,0.95,KDE95,0.20614225536689992
Snook,A69-1601-56006,2017-05-01T00:00:00Z,172,0.5,KDE50,0.04251988134678241
Snook,A69-1601-56006,2017-05-01T00:00:00Z,172,0.95,KDE95,0.09354311174023287
Snook,A69-1601-56006,2017-06-01T00:00:00Z,187,0.5,KDE50,0.04045799744839057
Snook,A69-1601-56006,2017-06-01T00:00:00Z,187,0.95,KDE95,0.139563988587791
Snook,A69-1601-56006,2017-07-01T00:00:00Z,138,0.5,KDE50,0.022475916082577083
Snook,A69-1601-56006,2017-07-01T00:00:00Z,138,0.95,KDE95,0.17474743822044625
Snook,A69-1601-56006,2017-08-01T00:00:00Z,154,0.5,KDE50,0.033377725209103315
Snook,A69-1601-56006,2017-08-01T00:00:00Z,154,0.95,KDE95,0.10484909812348504
Snook,A69-1601-56006,2017-09-01T00:00:00Z,39,0.5,KDE50,0.06603390358819673
Snook,A69-1601-56006,2017-09-01T00:00:00Z,39,0.95,KDE95,0.3901393695093415
Snook,A69-1601-56006,2017-10-01T00:00:00Z,195,0.5,KDE50,0.024418128428716213
Snook,A69-1601-56006,2017-10-01T00:00:00Z,195,0.95,KDE95,0.7408785906226542
Snook,A69-1601-56006,2017-11-01T00:00:00Z,206,0.5,KDE50,0.08989463282781467
Snook,A69-1601-56006,2017-11-01T00:00:00Z,206,0.95,KDE95,0.5165451229545519
Snook,A69-1601-56006,2017-12-01T00:00:00Z,76,0.5,KDE50,0.10411790329581674
Snook,A69-1601-56006,2017-12-01T00:00:00Z,76,0.95,KDE95,0.5376274929068989
Snook,A69-1601-56006,2018-01-01T00:00:00Z,109,0.5,KDE50,0.15664903157317303
Snook,A69-1601-56006,2018-01-01T00:00:00Z,109,0.95,KDE95,1.1997605335405208
Snook,A69-1601-56006,2018-02-01T00:00:00Z,168,0.5,KDE50,0.024816061743037774
Snook,A69-1601-56006,2018-02-01T00:00:00Z,168,0.95,KDE95,0.19199956880137956
Snook,A69-1601-56006,2018-03-01T00:00:00Z,136,0.5,KDE50,0.08085422465929785
Snook,A69-1601-56006,2018-03-01T00:00:00Z,136,0.95,KDE95,0.23574536249093797
Snook,A69-1601-56006,2018-04-01T00:00:00Z,144,0.5,KDE50,0.12140218586207356
Snook,A69-1601-56006,2018-04-01T00:00:00Z,144,0.95,KDE95,0.26558754029284126
Snook,A69-1601-56011,2017-01-01T00:00:00Z,40,0.5,KDE50,0.029023606349236248
Snook,A69-1601-56011,2017-01-01T00:00:00Z,40,0.95,KDE95,0.027573521490893618
Snook,A69-1601-56011,2017-11-01T00:00:00Z,69,0.5,KDE50,0.03835946148774831
Snook,A69-1601-56011,2017-11-01T00:00:00Z,69,0.95,KDE95,0.22383740491994378
Snook,A69-1601-56011,2017-12-01T00:00:00Z,198,0.5,KDE50,0.03712438713161543
Snook,A69-1601-56011,2017-12-01T00:00:00Z,198,0.95,KDE95,0.17553807845433034
Snook,A69-1601-56011,2018-01-01T00:00:00Z,97,0.5,KDE50,0.06329507916180858
Snook,A69-1601-56011,2018-01-01T00:00:00Z,97,0.95,KDE95,0.2398258204371056
Snook,A69-1601-56011,2018-02-01T00:00:00Z,34,0.5,KDE50,0.05836340554404829
Snook,A69-1601-56011,2018-02-01T00:00:00Z,34,0.95,KDE95,0.29063406436073014
Snook,A69-1601-56011,2018-09-01T00:00:00Z,56,0.5,KDE50,0.05031594971049303
Snook,A69-1601-56011,2018-09-01T00:00:00Z,56,0.95,KDE95,0.2443822397549267
Snook,A69-1601-56011,2018-11-01T00:00:00Z,30,0.5,KDE50,0.20941160315319943
Snook,A69-1601-56011,2018-11-01T00:00:00Z,30,0.95,KDE95,0.7921738783176236
Snook,A69-1601-56011,2018-12-01T00:00:00Z,34,0.5,KDE50,0.0624811086112794
Snook,A69-1601-56011,2018-12-01T00:00:00Z,34,0.95,KDE95,0.39303567237387255
Snook,A69-1601-56013,2016-06-01T00:00:00Z,250,0.5,KDE50,0.04668336665735207
Snook,A69-1601-56013,2016-06-01T00:00:00Z,250,0.95,KDE95,0.18145679634566744
Snook,A69-1601-56014,2016-05-01T00:00:00Z,88,0.5,KDE50,0.027593709579961958
Snook,A69-1601-56014,2016-05-01T00:00:00Z,88,0.95,KDE95,0.06149841116397921
Snook,A69-1601-56014,2017-01-01T00:00:00Z,40,0.5,KDE50,0.006149031345772324
Snook,A69-1601-56014,2017-01-01T00:00:00Z,40,0.95,KDE95,0.06450343240201392
Snook,A69-1601-56014,2017-02-01T00:00:00Z,41,0.5,KDE50,0.006265852478580084
Snook,A69-1601-56014,2017-02-01T00:00:00Z,41,0.95,KDE95,0.0640860433771395
Snook,A69-1601-56014,2017-03-01T00:00:00Z,185,0.5,KDE50,0.049860864777240554
Snook,A69-1601-56014,2017-03-01T00:00:00Z,185,0.95,KDE95,0.0983264676800291
Snook,A69-1601-56014,2017-05-01T00:00:00Z,61,0.5,KDE50,0.04337094765566988
Snook,A69-1601-56014,2017-05-01T00:00:00Z,61,0.95,KDE95,0.11810890911945794
Snook,A69-1601-56014,2017-09-01T00:00:00Z,47,0.5,KDE50,0.2857803084079445
Snook,A69-1601-56014,2017-09-01T00:00:00Z,47,0.95,KDE95,1.6853222274766806
Snook,A69-1601-56014,2017-10-01T00:00:00Z,54,0.5,KDE50,0.05932235888214177
Snook,A69-1601-56014,2017-10-01T00:00:00Z,54,0.95,KDE95,0.428454174247312
Snook,A69-1601-56014,2017-11-01T00:00:00Z,91,0.5,KDE50,0.1467693413410508
Snook,A69-1601-56014,2017-11-01T00:00:00Z,91,0.95,KDE95,0.8747224000273058
Snook,A69-1601-56014,2017-12-01T00:00:00Z,131,0.5,KDE50,0.15659365136185288
Snook,A69-1601-56014,2017-12-01T00:00:00Z,131,0.95,KDE95,1.0348273107881254
Snook,A69-1601-56014,2018-01-01T00:00:00Z,112,0.5,KDE50,0.05556392122234404
Snook,A69-1601-56014,2018-01-01T00:00:00Z,112,0.95,KDE95,0.3918186507398528
Snook,A69-1601-56014,2018-02-01T00:00:00Z,112,0.5,KDE50,0.04227546068836586
Snook,A69-1601-56014,2018-02-01T00:00:00Z,112,0.95,KDE95,0.18082383518340556
Snook,A69-1601-56014,2018-03-01T00:00:00Z,95,0.5,KDE50,0.006836334206399974
Snook,A69-1601-56014,2018-03-01T00:00:00Z,95,0.95,KDE95,0.07657254330310205
Snook,A69-1601-56014,2018-04-01T00:00:00Z,39,0.5,KDE50,0.03932436711162189
Snook,A69-1601-56014,2018-04-01T00:00:00Z,39,0.95,KDE95,0.08146856950800005
Snook,A69-1601-56014,2018-05-01T00:00:00Z,87,0.5,KDE50,0.03845593355156947
Snook,A69-1601-56014,2018-05-01T00:00:00Z,87,0.95,KDE95,0.42169315432474713
Snook,A69-1601-56014,2018-06-01T00:00:00Z,103,0.5,KDE50,0.030887591575547123
Snook,A69-1601-56014,2018-06-01T00:00:00Z,103,0.95,KDE95,0.07064995752674481
Snook,A69-1601-56014,2018-07-01T00:00:00Z,151,0.5,KDE50,0.046805499598767605
Snook,A69-1601-56014,2018-07-01T00:00:00Z,151,0.95,KDE95,0.09634679568968853
Snook,A69-1601-56015,2017-01-01T00:00:00Z,38,0.5,KDE50,0.034603246162432245
Snook,A69-1601-56015,2017-01-01T00:00:00Z,38,0.95,KDE95,0.14016136520041886
Snook,A69-1602-28231,2018-04-01T00:00:00Z,64,0.5,KDE50,0.030772632495132218
Snook,A69-1602-28231,2018-04-01T00:00:00Z,64,0.95,KDE95,0.07707616900534787
Snook,A69-1602-28231,2019-01-01T00:00:00Z,51,0.5,KDE50,0.006169563988986891
Snook,A69-1602-28231,2019-01-01T00:00:00Z,51,0.95,KDE95,0.05406416424802487
Snook,A69-1602-28231,2020-04-01T00:00:00Z,80,0.5,KDE50,0.11696403814258369
Snook,A69-1602-28231,2020-04-01T00:00:00Z,80,0.95,KDE95,0.30430246059652044
Snook,A69-1602-28231,2020-05-01T00:00:00Z,210,0.5,KDE50,0.08578608576538786
Snook,A69-1602-28231,2020-05-01T00:00:00Z,210,0.95,KDE95,0.7333803210640862
Snook,A69-1602-28232,2018-04-01T00:00:00Z,50,0.5,KDE50,0.03007650717299548
Snook,A69-1602-28232,2018-04-01T00:00:00Z,50,0.95,KDE95,0.08479757823964232
Snook,A69-1602-28232,2018-11-01T00:00:00Z,46,0.5,KDE50,0.029142490421809258
Snook,A69-1602-28232,2018-11-01T00:00:00Z,46,0.95,KDE95,0.2028726618068203
Snook,A69-1602-28232,2018-12-01T00:00:00Z,97,0.5,KDE50,0.029641578793635416
Snook,A69-1602-28232,2018-12-01T00:00:00Z,97,0.95,KDE95,0.22386246277093583
