Month,method,A_B,A_S,A_I,A_U,jaccard,pct_overlap_bass,pct_overlap_snook,overlap_coef
2013-03-01,KDE50,0.023895060739424545,0.2378272036825688,0.023895060739434353,0.23782720368255897,0.10047236131711998,1.0000000000004106,0.10047236131711583,1.0000000000004106
2013-04-01,KDE50,0.05840928516553089,0.468022462977796,0.05840928516558581,0.468022462977741,0.12480017474794523,1.0000000000009401,0.12480017474793058,1.0000000000009401
2013-05-01,KDE50,0.0751085197375885,0.33131355000025775,0.06343463682930975,0.3429874329085365,0.18494740839739654,0.8445731196798372,0.19146405822901116,0.8445731196798372
2014-02-01,KDE50,0.016846914215520956,0.7370270244840803,0.013290187370721716,0.7405837513288795,0.017945556254608926,0.788879625117195,0.018032157477569918,0.788879625117195
2014-03-01,KDE50,0.06446550402325764,0.43789833012553164,0.061070799456476234,0.441293034692313,0.1383905809867523,0.9473407581587096,0.1394634216553627,0.9473407581587096
2014-04-01,KDE50,0.08996656589870551,0.2754850559410796,0.07899986695184605,0.28645175488793906,0.2757876871194281,0.8781025057774573,0.28676643341678193,0.8781025057774573
2014-05-01,KDE50,0.07244469336320195,0.3843680223894802,0.07162091739416318,0.3851917983585189,0.1859357278617384,0.9886288983941341,0.18633422455104678,0.9886288983941341
2014-06-01,KDE50,0.03467190725777019,0.6283078601298396,0.034081588557339275,0.6288981788302705,0.05419253816369747,0.9829741497621646,0.05424345407726767,0.9829741497621646
2015-02-01,KDE50,0.0836278319582354,0.47517877240526146,0.08362783195812065,0.4751787724053762,0.17599235659201026,0.999999999998628,0.17599235659205276,0.999999999998628
2015-03-01,KDE50,0.11475392725069859,0.2233336761236144,0.11408979139342298,0.22399781198089,0.5093344010126151,0.9942125217568833,0.5108490281164525,0.9942125217568833
2015-04-01,KDE50,0.08316662393996052,0.2586350538225133,0.08316662393994656,0.25863505382252727,0.321559752673799,0.9999999999998321,0.32155975267381637,0.9999999999998321
2015-05-01,KDE50,0.08494048232651621,0.2371906909335355,0.08324604396532714,0.23888512929472455,0.3484772962264316,0.9800514629211128,0.35096674172872144,0.9800514629211128
2015-06-01,KDE50,0.08550314482679881,0.19683964653411243,0.08550301099347371,0.19683978036743752,0.434378715693884,0.9999984347555242,0.4343790110324954,0.9999984347555242
2015-07-01,KDE50,0.021521867496314066,0.2682125558998166,0.021521867496300254,0.2682125558998304,0.08024183440665636,0.9999999999993583,0.0802418344066605,0.9999999999993583
2015-08-01,KDE50,0.021410513207202893,0.20418317759580618,0.021410513207201845,0.20418317759580723,0.1048593398305576,0.999999999999951,0.10485933983055815,0.999999999999951
2015-09-01,KDE50,0.02177278437458293,0.31550883116824086,0,0.33728161554282376,0,0,0,0
2015-12-01,KDE50,0.02488022136303602,0.1705436588873019,0,0.19542388025033794,0,0,0,0
2016-01-01,KDE50,0.030210869249830255,0.19184562289789395,0,0.22205649214772422,0,0,0,0
2016-03-01,KDE50,0.02374088507350348,0.18108480516226275,0,0.20482569023576622,0,0,0,0
2016-04-01,KDE50,0.02166896716317389,0.19280102326430748,0.011677026245195185,0.2027929641822862,0.05758102255805561,0.5388824560609483,0.06056516738081498,0.5388824560609483
2016-05-01,KDE50,0.021823406850950675,0.5979944614977977,0.02182340685094091,0.5979944614978074,0.036494329389405104,0.9999999999995526,0.0364943293894057,0.9999999999995526
2016-07-01,KDE50,0.017273506866789946,0.1263646349991832,0.017273506866756827,0.12636463499921632,0.1366957366423284,0.9999999999980826,0.1366957366423642,0.9999999999980826
2016-08-01,KDE50,0.015511863233097334,0.20196590328275382,0.015511863233112875,0.20196590328273828,0.07680436638553459,1.0000000000010019,0.07680436638552869,1.0000000000010019
2016-09-01,KDE50,0.03450589942205075,0.2049941232548697,0,0.23950002267692044,0,0,0,0
2016-10-01,KDE50,0.024829759047667335,0.3613170222217045,0.023352766584056807,0.36279401468531497,0.06436921679734114,0.9405152317114698,0.06463234541362828,0.9405152317114698
2016-11-01,KDE50,0.11199963139412654,0.3496655038190896,0.061367634979864874,0.4002975002333513,0.15330506671685667,0.5479271156162314,0.1755038295445219,0.5479271156162314
2016-12-01,KDE50,0.08653236356529673,0.2633240223110677,0.05614374265565828,0.29371264322070617,0.19115194375023845,0.64881785660798,0.2132116248373839,0.64881785660798
2017-01-01,KDE50,0.12856646897884638,0.5386438707836251,0.1165909793657461,0.5506193603967253,0.21174515055507934,0.9068537099275032,0.2164528098985481,0.9068537099275032
2017-02-01,KDE50,0.0964105994891004,0.23362713400125654,0.04998141106946916,0.28005632242088774,0.17846914019799806,0.5184223657391505,0.21393666999827315,0.5184223657391505
